Province,Centres,Zones,Neighbourhood,Dwelling Type ,Bachelor,1 Bedroom,2 Bedroom,3 Bedroom +,Total,Year,Centre_id,Zone_id,Rent ID
Man.,Winnipeg,Lord Selkirk,Inkster,Row,0.0,0.0,0.0,0.0,0.0,2018,centre27,Zone198,Rent_1223
Man.,Winnipeg,Lord Selkirk,Inkster,Apt & Other,442.0,708.0,853.0,0.0,761.0,2018,centre27,Zone198,Rent_1224
Man.,Winnipeg,St. James,St. James East,Row,0.0,0.0,0.0,0.0,0.0,2018,centre27,Zone199,Rent_1225
Man.,Winnipeg,St. James,St. James East,Apt & Other,791.0,956.0,1156.0,1465.0,1046.0,2018,centre27,Zone199,Rent_1226
Man.,Winnipeg,St. James,St. James West,Row,0.0,0.0,0.0,0.0,0.0,2018,centre27,Zone199,Rent_1227
Man.,Winnipeg,St. James,St. James West,Apt & Other,752.0,945.0,1137.0,1527.0,1060.0,2018,centre27,Zone199,Rent_1228
Man.,Winnipeg,West Kildonan,Seven Oaks,Row,0.0,0.0,0.0,0.0,0.0,2018,centre27,Zone200,Rent_1229
Man.,Winnipeg,West Kildonan,Seven Oaks,Apt & Other,620.0,888.0,978.0,0.0,922.0,2018,centre27,Zone200,Rent_1230
Man.,Winnipeg,West Kildonan,Garden City,Row,0.0,0.0,0.0,0.0,0.0,2018,centre27,Zone200,Rent_1231
Man.,Winnipeg,West Kildonan,Garden City,Apt & Other,0.0,1020.0,1228.0,1315.0,1164.0,2018,centre27,Zone200,Rent_1232
Man.,Winnipeg,East Kildonan,Elmwood,Row,0.0,0.0,955.0,1095.0,1041.0,2018,centre27,Zone201,Rent_1233
Man.,Winnipeg,East Kildonan,Elmwood,Apt & Other,665.0,804.0,938.0,1410.0,857.0,2018,centre27,Zone201,Rent_1234
Man.,Winnipeg,East Kildonan,Monroe,Row,0.0,0.0,0.0,0.0,0.0,2018,centre27,Zone201,Rent_1235
Man.,Winnipeg,East Kildonan,Monroe,Apt & Other,720.0,916.0,1041.0,0.0,980.0,2018,centre27,Zone201,Rent_1236
Man.,Winnipeg,East Kildonan,Rossmere-Concordia,Row,0.0,0.0,0.0,1449.0,1252.0,2018,centre27,Zone201,Rent_1237
Man.,Winnipeg,East Kildonan,Rossmere-Concordia,Apt & Other,763.0,980.0,1273.0,1455.0,1112.0,2018,centre27,Zone201,Rent_1238
Man.,Winnipeg,Transcona,Transcona,Row,0.0,0.0,0.0,0.0,0.0,2018,centre27,Zone202,Rent_1239
Man.,Winnipeg,Transcona,Transcona,Apt & Other,0.0,820.0,978.0,0.0,905.0,2018,centre27,Zone202,Rent_1240
Man.,Winnipeg,St. Boniface,St. Boniface,Row,0.0,0.0,0.0,0.0,0.0,2018,centre27,Zone203,Rent_1241
Man.,Winnipeg,St. Boniface,St. Boniface,Apt & Other,678.0,889.0,1081.0,1279.0,941.0,2018,centre27,Zone203,Rent_1242
Man.,Winnipeg,St. Boniface,Norwood,Row,0.0,0.0,0.0,0.0,0.0,2018,centre27,Zone203,Rent_1243
Man.,Winnipeg,St. Boniface,Norwood,Apt & Other,761.0,841.0,1114.0,0.0,925.0,2018,centre27,Zone203,Rent_1244
Man.,Winnipeg,St. Boniface,East St. Boniface,Row,0.0,0.0,0.0,1371.0,1355.0,2018,centre27,Zone203,Rent_1245
Man.,Winnipeg,St. Boniface,East St. Boniface,Apt & Other,0.0,909.0,1212.0,1621.0,1106.0,2018,centre27,Zone203,Rent_1246
Man.,Winnipeg,St. Vital,Old St. Vital,Row,0.0,0.0,0.0,1079.0,1079.0,2018,centre27,Zone204,Rent_1247
Man.,Winnipeg,St. Vital,Old St. Vital,Apt & Other,766.0,919.0,1113.0,0.0,1000.0,2018,centre27,Zone204,Rent_1248
Man.,Winnipeg,St. Vital,South St. Vital,Row,0.0,0.0,0.0,1292.0,1292.0,2018,centre27,Zone204,Rent_1249
Man.,Winnipeg,St. Vital,South St. Vital,Apt & Other,0.0,1057.0,1348.0,1461.0,1219.0,2018,centre27,Zone204,Rent_1250
Man.,Winnipeg,Fort Garry,Fort Garry North,Row,0.0,0.0,0.0,0.0,0.0,2018,centre27,Zone205,Rent_1251
Man.,Winnipeg,Fort Garry,Fort Garry North,Apt & Other,797.0,975.0,1132.0,1411.0,1064.0,2018,centre27,Zone205,Rent_1252
Man.,Winnipeg,Fort Garry,Fort Richmond,Row,0.0,0.0,0.0,1523.0,1536.0,2018,centre27,Zone205,Rent_1253
Man.,Winnipeg,Fort Garry,Fort Richmond,Apt & Other,0.0,1116.0,1348.0,1528.0,1274.0,2018,centre27,Zone205,Rent_1254
Man.,Winnipeg,Assiniboine Park,Tuxedo,Row,0.0,0.0,0.0,0.0,0.0,2018,centre27,Zone206,Rent_1255
Man.,Winnipeg,Assiniboine Park,Tuxedo,Apt & Other,0.0,1165.0,1396.0,1971.0,1359.0,2018,centre27,Zone206,Rent_1256
Man.,Winnipeg,Assiniboine Park,Charleswood,Row,0.0,0.0,0.0,0.0,0.0,2018,centre27,Zone206,Rent_1257
Man.,Winnipeg,Assiniboine Park,Charleswood,Apt & Other,764.0,940.0,1137.0,0.0,1011.0,2018,centre27,Zone206,Rent_1258
Man.,Winnipeg,Outlying Areas,Outlying Areas,Row,0.0,0.0,0.0,1462.0,1462.0,2018,centre27,Zone23,Rent_1259
Man.,Winnipeg,Outlying Areas,Outlying Areas,Apt & Other,0.0,0.0,0.0,0.0,1377.0,2018,centre27,Zone23,Rent_1260
Sask.,Regina,Central,Downtown West,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone108,Rent_1261
Sask.,Regina,Central,Downtown West,Apt & Other,676.0,858.0,1090.0,0.0,889.0,2018,centre28,Zone108,Rent_1262
Sask.,Regina,Central,Downtown East,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone108,Rent_1263
Sask.,Regina,Central,Downtown East,Apt & Other,610.0,839.0,1061.0,1201.0,904.0,2018,centre28,Zone108,Rent_1264
Sask.,Regina,Central,Central,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone108,Rent_1265
Sask.,Regina,Central,Central,Apt & Other,0.0,787.0,984.0,0.0,932.0,2018,centre28,Zone108,Rent_1266
Sask.,Regina,Central,North Central,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone108,Rent_1267
Sask.,Regina,Central,North Central,Apt & Other,657.0,756.0,880.0,0.0,801.0,2018,centre28,Zone108,Rent_1268
Sask.,Regina,Central,Southwest/Cathedral Area,Row,0.0,0.0,0.0,1331.0,1293.0,2018,centre28,Zone108,Rent_1269
Sask.,Regina,Central,Southwest/Cathedral Area,Apt & Other,706.0,963.0,1259.0,1725.0,1124.0,2018,centre28,Zone108,Rent_1270
Sask.,Regina,South: Lakeview/Albert Park,Lakeview North,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone207,Rent_1271
Sask.,Regina,South: Lakeview/Albert Park,Lakeview North,Apt & Other,704.0,876.0,988.0,0.0,894.0,2018,centre28,Zone207,Rent_1272
Sask.,Regina,South: Lakeview/Albert Park,Lakeview South,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone207,Rent_1273
Sask.,Regina,South: Lakeview/Albert Park,Lakeview South,Apt & Other,774.0,914.0,989.0,0.0,939.0,2018,centre28,Zone207,Rent_1274
Sask.,Regina,South: Lakeview/Albert Park,Albert Park North,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone207,Rent_1275
Sask.,Regina,South: Lakeview/Albert Park,Albert Park North,Apt & Other,754.0,1004.0,1120.0,1269.0,1035.0,2018,centre28,Zone207,Rent_1276
Sask.,Regina,South: Lakeview/Albert Park,Albert Park South,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone207,Rent_1277
Sask.,Regina,South: Lakeview/Albert Park,Albert Park South,Apt & Other,0.0,1084.0,1215.0,0.0,1152.0,2018,centre28,Zone207,Rent_1278
Sask.,Regina,South: Wascana University,Whitmore Park,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone208,Rent_1279
Sask.,Regina,South: Wascana University,Whitmore Park,Apt & Other,813.0,890.0,1074.0,0.0,1000.0,2018,centre28,Zone208,Rent_1280
Sask.,Regina,South: Wascana University,Hillsdale,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone208,Rent_1281
Sask.,Regina,South: Wascana University,Hillsdale,Apt & Other,682.0,1026.0,1196.0,0.0,1119.0,2018,centre28,Zone208,Rent_1282
Sask.,Regina,East,Northeast Arcola,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone22,Rent_1283
Sask.,Regina,East,Northeast Arcola,Apt & Other,799.0,872.0,1178.0,1283.0,1120.0,2018,centre28,Zone22,Rent_1284
Sask.,Regina,East,Southeast Arcola,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone22,Rent_1285
Sask.,Regina,East,Southeast Arcola,Apt & Other,0.0,838.0,1169.0,1443.0,1164.0,2018,centre28,Zone22,Rent_1286
Sask.,Regina,East,East,Row,0.0,0.0,0.0,1314.0,1313.0,2018,centre28,Zone22,Rent_1287
Sask.,Regina,East,East,Apt & Other,0.0,1072.0,1184.0,1207.0,1162.0,2018,centre28,Zone22,Rent_1288
Sask.,Regina,West,Rosemont/Mount Royal,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone20,Rent_1289
Sask.,Regina,West,Rosemont/Mount Royal,Apt & Other,639.0,807.0,917.0,0.0,861.0,2018,centre28,Zone20,Rent_1290
Sask.,Regina,West,Normanview,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone20,Rent_1291
Sask.,Regina,West,Normanview,Apt & Other,0.0,905.0,972.0,0.0,947.0,2018,centre28,Zone20,Rent_1292
Sask.,Regina,West,West,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone20,Rent_1293
Sask.,Regina,West,West,Apt & Other,671.0,948.0,1140.0,1287.0,1070.0,2018,centre28,Zone20,Rent_1294
Sask.,Regina,Northeast,Coronation Park,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone124,Rent_1295
Sask.,Regina,Northeast,Coronation Park,Apt & Other,665.0,845.0,994.0,0.0,947.0,2018,centre28,Zone124,Rent_1296
Sask.,Regina,Northeast,Northeast,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone124,Rent_1297
Sask.,Regina,Northeast,Northeast,Apt & Other,763.0,958.0,1029.0,0.0,1000.0,2018,centre28,Zone124,Rent_1298
Sask.,Regina,Northwest,Northwest,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone125,Rent_1299
Sask.,Regina,Northwest,Northwest,Apt & Other,0.0,1112.0,1263.0,1352.0,1238.0,2018,centre28,Zone125,Rent_1300
Sask.,Regina,Outlying Areas,Outlying Areas,Row,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone23,Rent_1301
Sask.,Regina,Outlying Areas,Outlying Areas,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre28,Zone23,Rent_1302
Sask.,Saskatoon,Central,Central,Row,0.0,0.0,0.0,0.0,1053.0,2018,centre29,Zone108,Rent_1303
Sask.,Saskatoon,Central,Central,Apt & Other,729.0,956.0,1274.0,1602.0,1051.0,2018,centre29,Zone108,Rent_1304
Sask.,Saskatoon,Central,West Central,Row,0.0,0.0,0.0,0.0,0.0,2018,centre29,Zone108,Rent_1305
Sask.,Saskatoon,Central,West Central,Apt & Other,0.0,882.0,979.0,0.0,954.0,2018,centre29,Zone108,Rent_1306
Sask.,Saskatoon,South,Nutana North,Row,0.0,0.0,0.0,0.0,0.0,2018,centre29,Zone19,Rent_1307
Sask.,Saskatoon,South,Nutana North,Apt & Other,680.0,879.0,1086.0,1286.0,949.0,2018,centre29,Zone19,Rent_1308
Sask.,Saskatoon,South,Nutana South,Row,0.0,0.0,0.0,0.0,0.0,2018,centre29,Zone19,Rent_1309
Sask.,Saskatoon,South,Nutana South,Apt & Other,701.0,983.0,1226.0,0.0,1136.0,2018,centre29,Zone19,Rent_1310
Sask.,Saskatoon,Southeast,Lakewood North,Row,0.0,0.0,0.0,0.0,0.0,2018,centre29,Zone209,Rent_1311
Sask.,Saskatoon,Southeast,Lakewood North,Apt & Other,693.0,828.0,1050.0,1241.0,975.0,2018,centre29,Zone209,Rent_1312
Sask.,Saskatoon,Southeast,Lakewood South,Row,0.0,0.0,0.0,0.0,0.0,2018,centre29,Zone209,Rent_1313
Sask.,Saskatoon,Southeast,Lakewood South,Apt & Other,0.0,928.0,1112.0,0.0,1106.0,2018,centre29,Zone209,Rent_1314
Sask.,Saskatoon,Northeast,East Central,Row,0.0,0.0,0.0,0.0,0.0,2018,centre29,Zone124,Rent_1315
Sask.,Saskatoon,Northeast,East Central,Apt & Other,610.0,807.0,966.0,0.0,833.0,2018,centre29,Zone124,Rent_1316
Sask.,Saskatoon,Northeast,University Heights,Row,0.0,0.0,0.0,1530.0,1537.0,2018,centre29,Zone124,Rent_1317
Sask.,Saskatoon,Northeast,University Heights,Apt & Other,0.0,970.0,1203.0,1421.0,1169.0,2018,centre29,Zone124,Rent_1318
Sask.,Saskatoon,North,North,Row,0.0,0.0,0.0,0.0,0.0,2018,centre29,Zone21,Rent_1319
Sask.,Saskatoon,North,North,Apt & Other,763.0,979.0,1162.0,0.0,1096.0,2018,centre29,Zone21,Rent_1320
Sask.,Saskatoon,North,Northwest,Row,0.0,0.0,0.0,0.0,0.0,2018,centre29,Zone21,Rent_1321
Sask.,Saskatoon,North,Northwest,Apt & Other,600.0,733.0,841.0,0.0,779.0,2018,centre29,Zone21,Rent_1322
Sask.,Saskatoon,Southwest,Confederation East,Row,0.0,0.0,0.0,0.0,0.0,2018,centre29,Zone126,Rent_1323
Sask.,Saskatoon,Southwest,Confederation East,Apt & Other,669.0,834.0,918.0,854.0,877.0,2018,centre29,Zone126,Rent_1324
Sask.,Saskatoon,Southwest,Lower Southwest,Row,0.0,0.0,0.0,0.0,0.0,2018,centre29,Zone126,Rent_1325
Sask.,Saskatoon,Southwest,Lower Southwest,Apt & Other,0.0,948.0,1115.0,1202.0,1111.0,2018,centre29,Zone126,Rent_1326
Sask.,Saskatoon,West,Confederation West,Row,0.0,0.0,0.0,0.0,0.0,2018,centre29,Zone20,Rent_1327
Sask.,Saskatoon,West,Confederation West,Apt & Other,0.0,830.0,986.0,1219.0,976.0,2018,centre29,Zone20,Rent_1328
Sask.,Saskatoon,West,Upper Southwest,Row,0.0,0.0,0.0,0.0,0.0,2018,centre29,Zone20,Rent_1329
Sask.,Saskatoon,West,Upper Southwest,Apt & Other,0.0,990.0,1141.0,1259.0,1097.0,2018,centre29,Zone20,Rent_1330
Sask.,Saskatoon,West,West,Row,0.0,0.0,0.0,0.0,0.0,2018,centre29,Zone20,Rent_1331
Sask.,Saskatoon,West,West,Apt & Other,903.0,939.0,1057.0,1101.0,1041.0,2018,centre29,Zone20,Rent_1332
Sask.,Saskatoon,Outlying Areas,Outlying Areas,Row,0.0,0.0,825.0,1196.0,878.0,2018,centre29,Zone23,Rent_1333
Sask.,Saskatoon,Outlying Areas,Outlying Areas,Apt & Other,0.0,777.0,954.0,1186.0,951.0,2018,centre29,Zone23,Rent_1334
Alta,Calgary,Downtown,Downtown/Eau Claire,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone93,Rent_1335
Alta,Calgary,Downtown,Downtown/Eau Claire,Apt & Other,969.0,1066.0,1406.0,1609.0,1177.0,2018,centre30,Zone93,Rent_1336
Alta,Calgary,Downtown,Scarboro/Sunalta,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone93,Rent_1337
Alta,Calgary,Downtown,Scarboro/Sunalta,Apt & Other,726.0,884.0,1014.0,0.0,925.0,2018,centre30,Zone93,Rent_1338
Alta,Calgary,Beltline,Misson/Beltline,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone210,Rent_1339
Alta,Calgary,Beltline,Misson/Beltline,Apt & Other,929.0,1160.0,1459.0,1959.0,1265.0,2018,centre30,Zone210,Rent_1340
Alta,Calgary,Beltline,Lower Mount Royal/Cliff Bungalow,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone210,Rent_1341
Alta,Calgary,Beltline,Lower Mount Royal/Cliff Bungalow,Apt & Other,778.0,932.0,1153.0,0.0,979.0,2018,centre30,Zone210,Rent_1342
Alta,Calgary,Beltline,Bankview,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone210,Rent_1343
Alta,Calgary,Beltline,Bankview,Apt & Other,761.0,933.0,1138.0,0.0,999.0,2018,centre30,Zone210,Rent_1344
Alta,Calgary,North Hill,Rosedale/Sunnyside/Crescent Hts/Renfrew,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone211,Rent_1345
Alta,Calgary,North Hill,Rosedale/Sunnyside/Crescent Hts/Renfrew,Apt & Other,821.0,902.0,1110.0,1246.0,994.0,2018,centre30,Zone211,Rent_1346
Alta,Calgary,North Hill,Parkdale/St. Andrews Hts etc.,Row,0.0,0.0,1077.0,0.0,1624.0,2018,centre30,Zone211,Rent_1347
Alta,Calgary,North Hill,Parkdale/St. Andrews Hts etc.,Apt & Other,762.0,940.0,1219.0,1384.0,1025.0,2018,centre30,Zone211,Rent_1348
Alta,Calgary,North Hill,Bridgeland/Riverside,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone211,Rent_1349
Alta,Calgary,North Hill,Bridgeland/Riverside,Apt & Other,874.0,873.0,1039.0,0.0,942.0,2018,centre30,Zone211,Rent_1350
Alta,Calgary,Southwest,Altadore/South Calgary/CFB Currie etc.,Row,0.0,0.0,0.0,1231.0,1144.0,2018,centre30,Zone126,Rent_1351
Alta,Calgary,Southwest,Altadore/South Calgary/CFB Currie etc.,Apt & Other,738.0,905.0,1060.0,0.0,959.0,2018,centre30,Zone126,Rent_1352
Alta,Calgary,Southwest,North Glenmore Park/Lakeview,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone126,Rent_1353
Alta,Calgary,Southwest,North Glenmore Park/Lakeview,Apt & Other,0.0,1081.0,1278.0,0.0,1216.0,2018,centre30,Zone126,Rent_1354
Alta,Calgary,Southwest,Killarney/Glengarry,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone126,Rent_1355
Alta,Calgary,Southwest,Killarney/Glengarry,Apt & Other,0.0,856.0,1117.0,0.0,1012.0,2018,centre30,Zone126,Rent_1356
Alta,Calgary,Southwest,Wildwood/Spruce Cliff/Shaganappi etc.,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone126,Rent_1357
Alta,Calgary,Southwest,Wildwood/Spruce Cliff/Shaganappi etc.,Apt & Other,768.0,1110.0,1268.0,0.0,1183.0,2018,centre30,Zone126,Rent_1358
Alta,Calgary,Southwest,Glendale/Glenbrook,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone126,Rent_1359
Alta,Calgary,Southwest,Glendale/Glenbrook,Apt & Other,0.0,1014.0,1224.0,0.0,1135.0,2018,centre30,Zone126,Rent_1360
Alta,Calgary,Southwest,Rutland Park/Glamorgan,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone126,Rent_1361
Alta,Calgary,Southwest,Rutland Park/Glamorgan,Apt & Other,0.0,1179.0,1319.0,0.0,1250.0,2018,centre30,Zone126,Rent_1362
Alta,Calgary,Southwest,Strathcona Pk/Christie Pk/Patterson etc.,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone126,Rent_1363
Alta,Calgary,Southwest,Strathcona Pk/Christie Pk/Patterson etc.,Apt & Other,0.0,0.0,1136.0,0.0,1118.0,2018,centre30,Zone126,Rent_1364
Alta,Calgary,Southwest,Valley Ridge/Crestmont/Cougar Ridge etc.,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone126,Rent_1365
Alta,Calgary,Southwest,Valley Ridge/Crestmont/Cougar Ridge etc.,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone126,Rent_1366
Alta,Calgary,Southeast,Forest Lawn/Forest Heights etc.,Row,0.0,0.0,1182.0,1341.0,1264.0,2018,centre30,Zone209,Rent_1367
Alta,Calgary,Southeast,Forest Lawn/Forest Heights etc.,Apt & Other,0.0,927.0,971.0,982.0,955.0,2018,centre30,Zone209,Rent_1368
Alta,Calgary,Southeast,Dover/Southview/Inglewood/Alyth etc.,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone209,Rent_1369
Alta,Calgary,Southeast,Dover/Southview/Inglewood/Alyth etc.,Apt & Other,0.0,1182.0,1319.0,943.0,1183.0,2018,centre30,Zone209,Rent_1370
Alta,Calgary,Southeast,Southeast Industrial & Surrounding Comm.,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone209,Rent_1371
Alta,Calgary,Southeast,Southeast Industrial & Surrounding Comm.,Apt & Other,625.0,1264.0,1357.0,0.0,1292.0,2018,centre30,Zone209,Rent_1372
Alta,Calgary,Southeast,McKenzie Towne/New Brighton etc.,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone209,Rent_1373
Alta,Calgary,Southeast,McKenzie Towne/New Brighton etc.,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone209,Rent_1374
Alta,Calgary,Northwest,Bowness,Row,0.0,771.0,982.0,1242.0,1086.0,2018,centre30,Zone125,Rent_1375
Alta,Calgary,Northwest,Bowness,Apt & Other,0.0,910.0,1039.0,1171.0,1028.0,2018,centre30,Zone125,Rent_1376
Alta,Calgary,Northwest,Winston Hts/Mountview/Tuxedo Park etc.,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone125,Rent_1377
Alta,Calgary,Northwest,Winston Hts/Mountview/Tuxedo Park etc.,Apt & Other,760.0,985.0,1224.0,1233.0,1093.0,2018,centre30,Zone125,Rent_1378
Alta,Calgary,Northwest,Mount Pleasant,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone125,Rent_1379
Alta,Calgary,Northwest,Mount Pleasant,Apt & Other,0.0,0.0,0.0,0.0,926.0,2018,centre30,Zone125,Rent_1380
Alta,Calgary,Northwest,N Haven/Upper N Haven/Thorncliffe etc.,Row,0.0,0.0,1112.0,1492.0,1346.0,2018,centre30,Zone125,Rent_1381
Alta,Calgary,Northwest,N Haven/Upper N Haven/Thorncliffe etc.,Apt & Other,0.0,1041.0,1190.0,0.0,1106.0,2018,centre30,Zone125,Rent_1382
Alta,Calgary,Northwest,Capitol Hill/Rosemont/Banff Trail,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone125,Rent_1383
Alta,Calgary,Northwest,Capitol Hill/Rosemont/Banff Trail,Apt & Other,0.0,1013.0,1233.0,0.0,1094.0,2018,centre30,Zone125,Rent_1384
Alta,Calgary,Northwest,Montgomery/Point McKay/University Hts,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone125,Rent_1385
Alta,Calgary,Northwest,Montgomery/Point McKay/University Hts,Apt & Other,0.0,1296.0,1424.0,0.0,1359.0,2018,centre30,Zone125,Rent_1386
Alta,Calgary,Northwest,Charleswood/Collingwood/Brentwood,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone125,Rent_1387
Alta,Calgary,Northwest,Charleswood/Collingwood/Brentwood,Apt & Other,655.0,870.0,974.0,0.0,901.0,2018,centre30,Zone125,Rent_1388
Alta,Calgary,Northwest,Varsity,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone125,Rent_1389
Alta,Calgary,Northwest,Varsity,Apt & Other,0.0,1133.0,1415.0,1486.0,1296.0,2018,centre30,Zone125,Rent_1390
Alta,Calgary,Northwest,Dalhousie,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone125,Rent_1391
Alta,Calgary,Northwest,Dalhousie,Apt & Other,0.0,0.0,1179.0,0.0,1079.0,2018,centre30,Zone125,Rent_1392
Alta,Calgary,Northwest,Silver Springs/Scenic Acres/Tuscany,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone125,Rent_1393
Alta,Calgary,Northwest,Silver Springs/Scenic Acres/Tuscany,Apt & Other,0.0,961.0,1031.0,1221.0,1032.0,2018,centre30,Zone125,Rent_1394
Alta,Calgary,Northwest,Ranchlands/Hawkwood/Citadel etc.,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone125,Rent_1395
Alta,Calgary,Northwest,Ranchlands/Hawkwood/Citadel etc.,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone125,Rent_1396
Alta,Calgary,Northwest,Sherwood/Kincora/Hamptons/Edgemont,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone125,Rent_1397
Alta,Calgary,Northwest,Sherwood/Kincora/Hamptons/Edgemont,Apt & Other,0.0,1162.0,1258.0,0.0,1244.0,2018,centre30,Zone125,Rent_1398
Alta,Calgary,Northwest,Huntington Hills/Evanston etc.,Row,0.0,794.0,1051.0,1170.0,1076.0,2018,centre30,Zone125,Rent_1399
Alta,Calgary,Northwest,Huntington Hills/Evanston etc.,Apt & Other,0.0,0.0,1113.0,1065.0,1064.0,2018,centre30,Zone125,Rent_1400
Alta,Calgary,Northeast,Vista Heights/Skyline East/Pegasus etc.,Row,0.0,0.0,868.0,1539.0,1421.0,2018,centre30,Zone124,Rent_1401
Alta,Calgary,Northeast,Vista Heights/Skyline East/Pegasus etc.,Apt & Other,0.0,1085.0,1172.0,0.0,1151.0,2018,centre30,Zone124,Rent_1402
Alta,Calgary,Northeast,Meridian/Franklin/Albert Pk/Radisson Hts,Row,0.0,0.0,1461.0,0.0,1526.0,2018,centre30,Zone124,Rent_1403
Alta,Calgary,Northeast,Meridian/Franklin/Albert Pk/Radisson Hts,Apt & Other,0.0,1026.0,1238.0,1222.0,1163.0,2018,centre30,Zone124,Rent_1404
Alta,Calgary,Northeast,Marlborough Park/Marlborough/Abbeydale,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone124,Rent_1405
Alta,Calgary,Northeast,Marlborough Park/Marlborough/Abbeydale,Apt & Other,0.0,974.0,1116.0,0.0,1087.0,2018,centre30,Zone124,Rent_1406
Alta,Calgary,Northeast,Rundle/Pine Ridge/Monterey Park,Row,0.0,0.0,1275.0,1332.0,1298.0,2018,centre30,Zone124,Rent_1407
Alta,Calgary,Northeast,Rundle/Pine Ridge/Monterey Park,Apt & Other,0.0,0.0,0.0,0.0,1069.0,2018,centre30,Zone124,Rent_1408
Alta,Calgary,Northeast,Whitehorn/Temple,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone124,Rent_1409
Alta,Calgary,Northeast,Whitehorn/Temple,Apt & Other,0.0,892.0,1056.0,0.0,987.0,2018,centre30,Zone124,Rent_1410
Alta,Calgary,Northeast,Falconridge/Castleridge etc.,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone124,Rent_1411
Alta,Calgary,Northeast,Falconridge/Castleridge etc.,Apt & Other,0.0,1045.0,1322.0,1264.0,1268.0,2018,centre30,Zone124,Rent_1412
Alta,Calgary,Chinook,Manchester Ind./Roxboro/Erlton,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone212,Rent_1413
Alta,Calgary,Chinook,Manchester Ind./Roxboro/Erlton,Apt & Other,739.0,867.0,1132.0,0.0,1023.0,2018,centre30,Zone212,Rent_1414
Alta,Calgary,Chinook,Windsor Pk/Meadowlark Pk/Britannia etc.,Row,0.0,0.0,0.0,0.0,0.0,2018,centre30,Zone212,Rent_1415
Alta,Calgary,Chinook,Windsor Pk/Meadowlark Pk/Britannia etc.,Apt & Other,0.0,976.0,1122.0,0.0,1037.0,2018,centre30,Zone212,Rent_1416
